date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:20:31	90094/90094	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:14:22%20GMT	https://www.plus500.com/en/help/feescharges?productType=CFD	C:/My%20Web%20Sites/plus500/www.plus500.com/en/help/feeschargesbf2b.html	(from https://www.plus500.com/en/)
19:20:31	114991/114991	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:14:23%20GMT	https://www.plus500.com/en/premiumservice	C:/My%20Web%20Sites/plus500/www.plus500.com/en/premiumservice.html	(from https://www.plus500.com/en/)
19:20:31	80876/80876	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:14:24%20GMT	https://www.plus500.com/en/professionalaccount	C:/My%20Web%20Sites/plus500/www.plus500.com/en/professionalaccount.html	(from https://www.plus500.com/en/)
19:20:31	76825/76825	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:14:24%20GMT	https://www.plus500.com/en/trading/esg	C:/My%20Web%20Sites/plus500/www.plus500.com/en/trading/esg.html	(from https://www.plus500.com/en/)
19:20:31	107391/107391	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:14:25%20GMT	https://www.plus500.com/en/aboutus	C:/My%20Web%20Sites/plus500/www.plus500.com/en/aboutus.html	(from https://www.plus500.com/en/)
19:20:31	117918/117918	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:14:26%20GMT	https://www.plus500.com/en/promotions/bulls	C:/My%20Web%20Sites/plus500/www.plus500.com/en/promotions/bulls.html	(from https://www.plus500.com/en/)
19:20:31	118349/118349	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:14:26%20GMT	https://www.plus500.com/en/promotions/legiawarsaw	C:/My%20Web%20Sites/plus500/www.plus500.com/en/promotions/legiawarsaw.html	(from https://www.plus500.com/en/)
19:20:31	118135/118135	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:14:27%20GMT	https://www.plus500.com/en/promotions/youngboys	C:/My%20Web%20Sites/plus500/www.plus500.com/en/promotions/youngboys.html	(from https://www.plus500.com/en/)
19:20:31	299313/299313	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:14:34%20GMT	https://www.plus500.com/en/tradingacademy	C:/My%20Web%20Sites/plus500/www.plus500.com/en/tradingacademy.html	(from https://www.plus500.com/en/)
19:20:31	190864/190864	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:14:34%20GMT	https://www.plus500.com/en/newsandmarketinsights	C:/My%20Web%20Sites/plus500/www.plus500.com/en/newsandmarketinsights.html	(from https://www.plus500.com/en/)
19:20:31	448315/448315	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:14:35%20GMT	https://www.plus500.com/en/insights	C:/My%20Web%20Sites/plus500/www.plus500.com/en/insights.html	(from https://www.plus500.com/en/)
19:20:32	107140/107140	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:14:36%20GMT	https://www.plus500.com/en/economiccalendar	C:/My%20Web%20Sites/plus500/www.plus500.com/en/economiccalendar.html	(from https://www.plus500.com/en/)
19:20:32	89634/89634	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:14:38%20GMT	https://www.plus500.com/en/help/riskmanagement	C:/My%20Web%20Sites/plus500/www.plus500.com/en/help/riskmanagement.html	(from https://www.plus500.com/en/)
19:20:32	85871/85871	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:14:38%20GMT	https://www.plus500.com/en/help/alerts	C:/My%20Web%20Sites/plus500/www.plus500.com/en/help/alerts.html	(from https://www.plus500.com/en/)
19:20:32	73957/73957	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:14:39%20GMT	https://www.plus500.com/en/help/contactus	C:/My%20Web%20Sites/plus500/www.plus500.com/en/help/contactus.html	(from https://www.plus500.com/en/)
19:20:32	72703/72703	------	200	untouched ('')	application/javascript	etag:%22825e157931e0d91:0%22	https://cdn-main.plus500.com/1.0.0.120279/Resources/Scripts/vue.min.js	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/Resources/Scripts/vue.min.js	(from https://www.plus500.com/en/)
19:20:32	6239/6239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263490024-1852%22	http://rum-static.pingdom.net/pa-587c9d1971a183207f0f58cd.js	C:/My%20Web%20Sites/plus500/rum-static.pingdom.net/pa-587c9d1971a183207f0f58cd.js	(from https://www.plus500.com/en/)
19:20:32	2707/2707	------	200	untouched ('')	application/javascript	etag:%2235439d9a3ff4da1:0%22	https://cdn-main.plus500.com/1.0.0.120279/Resources/Scripts/feedsApp.min.js	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/Resources/Scripts/feedsApp.min.js	(from https://www.plus500.com/en/)
19:20:32	65512/65512	------	200	untouched ('')	image/png	etag:%228ea87956d41da1:0%22	https://cdn-main.plus500.com/1.0.0.120279/Resources/Images/newhome/img/insights/instrument-screen2-en.png	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/Resources/Images/newhome/img/insights/instrument-screen2-en.png	(from https://www.plus500.com/en/)
19:20:32	92800/92800	------	200	untouched ('')	image/png	etag:%227b7d6e956d41da1:0%22	https://cdn-main.plus500.com/1.0.0.120279/Resources/Images/newhome/img/insights/instrument-screen1-en.png	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/Resources/Images/newhome/img/insights/instrument-screen1-en.png	(from https://www.plus500.com/en/)
19:20:32	91175/91175	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:14:46%20GMT	https://www.plus500.com/en/tradingacademy/faq/regulators/throughwhichsubsdoyouoperate	C:/My%20Web%20Sites/plus500/www.plus500.com/en/tradingacademy/faq/regulators/throughwhichsubsdoyouoperate.html	(from https://www.plus500.com/en/)
19:20:32	54769/54769	------	200	untouched ('')	image/png	etag:%2238117831e0d91:0%22	https://cdn-main.plus500.com/1.0.0.120279/Resources/Images/newhome/img/ipad-trans.png	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/Resources/Images/newhome/img/ipad-trans.png	(from https://www.plus500.com/en/)
19:20:32	96292/96292	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:14:51%20GMT	https://www.plus500.com/en/tradingacademy/faq	C:/My%20Web%20Sites/plus500/www.plus500.com/en/tradingacademy/faq.html	(from https://www.plus500.com/en/)
19:20:32	75466/75466	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:14:52%20GMT	https://www.plus500.com/en/customervulnerability	C:/My%20Web%20Sites/plus500/www.plus500.com/en/customervulnerability.html	(from https://www.plus500.com/en/)
19:20:32	76747/76747	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:14:52%20GMT	https://www.plus500.com/en/help/clientmoneyprotection	C:/My%20Web%20Sites/plus500/www.plus500.com/en/help/clientmoneyprotection.html	(from https://www.plus500.com/en/)
19:20:32	78935/78935	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:14:53%20GMT	https://www.plus500.com/en/help/termsandagreements	C:/My%20Web%20Sites/plus500/www.plus500.com/en/help/termsandagreements.html	(from https://www.plus500.com/en/)
19:20:32	67778/67778	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:14:53%20GMT	https://www.plus500.com/en/modernslaverystatement	C:/My%20Web%20Sites/plus500/www.plus500.com/en/modernslaverystatement.html	(from https://www.plus500.com/en/)
19:20:32	88417/88417	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:14:54%20GMT	https://www.plus500.com/en/help/cookiepolicy?productType=CFD	C:/My%20Web%20Sites/plus500/www.plus500.com/en/help/cookiepolicybf2b.html	(from https://www.plus500.com/en/)
19:20:32	79414/79414	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:14:54%20GMT	https://www.plus500.com/en/pro	C:/My%20Web%20Sites/plus500/www.plus500.com/en/pro.html	(from https://www.plus500.com/en/)
19:20:32	181720/181720	------	200	untouched ('')	application/javascript	etag:%22802b7d275bada1:0%22	https://cdn-main.plus500.com/1.0.0.120279/Resources/Scripts/layout.bundle.min.js	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/Resources/Scripts/layout.bundle.min.js	(from https://www.plus500.com/en/)
19:20:32	1889/1889	------	200	untouched ('')	application/javascript	etag:%2252ce9d9a3ff4da1:0%22	https://cdn-main.plus500.com/1.0.0.120279/Resources/Scripts/general.min.js	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/Resources/Scripts/general.min.js	(from https://www.plus500.com/en/)
19:20:32	114720/114720	------	200	untouched ('')	application/javascript	etag:%22e11d398117fda1:0%22	https://cdn-main.plus500.com/1.0.0.120279/Resources/Scripts/home.bundle.min.js	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/Resources/Scripts/home.bundle.min.js	(from https://www.plus500.com/en/)
19:20:32	42864/42864	------	200	untouched ('')	application/javascript	etag:%221592f7931e0d91:0%22	https://cdn-main.plus500.com/1.0.0.120279/Resources/Scripts/slick.min.js	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/Resources/Scripts/slick.min.js	(from https://www.plus500.com/en/)
19:20:33	1687/1687	------	200	untouched ('')	application/javascript	etag:%22b0319e9a3ff4da1:0%22	https://cdn-main.plus500.com/1.0.0.120279/Resources/Scripts/globalSearch.min.js	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/Resources/Scripts/globalSearch.min.js	(from https://www.plus500.com/en/)
19:20:33	3273/3273	------	200	untouched ('')	application/javascript	etag:%2240c2147931e0d91:0%22	https://cdn-main.plus500.com/1.0.0.120279/Resources/Scripts/user-cookies-manager.js	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/Resources/Scripts/user-cookies-manager.js	(from https://www.plus500.com/en/)
19:20:33	589/589	------	200	untouched ('')	application/javascript	etag:%224db3b917afeda1:0%22	https://cdn-main.plus500.com/1.0.0.120279/Resources/Scripts/support-button-on-scroll.min.js	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/Resources/Scripts/support-button-on-scroll.min.js	(from https://www.plus500.com/en/)
19:20:33	763/763	------	200	untouched ('')	application/javascript	etag:%22781cbbc7affda1:0%22	https://cdn-main.plus500.com/1.0.0.120279/Resources/Scripts/google-analytics-cookies-param-to-appsflyer-links.min.js	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/Resources/Scripts/google-analytics-cookies-param-to-appsflyer-links.min.js	(from https://www.plus500.com/en/)
19:20:33	14398/14398	------	200	untouched ('')	image/png	etag:%22722b977731e0d91:0%22	https://cdn-main.plus500.com/1.0.0.120279/Resources/Images/islamic-account-topbar-bg.png	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/Resources/Images/islamic-account-topbar-bg.png	(from https://cdn-main.plus500.com/1.0.0.120279/Resources/CSS/home.css)
19:20:33	156/156	------	404	error ('Not%20Found')	text/html	date:Tue,%2015%20Oct%202024%2022:15:08%20GMT	https://cdn-main.plus500.com/1.0.0.120279/images/futures/img/iPhone-Trustpilot.png	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/images/futures/img/iPhone-Trustpilot.3d.delayed	(from https://cdn-main.plus500.com/1.0.0.120279/Resources/CSS/home.css)
19:20:33	83556/83556	------	200	untouched ('')	image/png	etag:%22f81a3a503af4d91:0%22	https://cdn-main.plus500.com/1.0.0.120279/Resources/Images/newhome/img/hero-slider-cfd-mobile.png	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/Resources/Images/newhome/img/hero-slider-cfd-mobile.png	(from https://cdn-main.plus500.com/1.0.0.120279/Resources/CSS/home.css)
19:20:33	152615/152615	------	200	untouched ('')	image/png	etag:%22f7ea99f0c4e4d91:0%22	https://cdn-main.plus500.com/1.0.0.120279/Resources/Images/newhome/img/hero-slider-cfd.png	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/Resources/Images/newhome/img/hero-slider-cfd.png	(from https://cdn-main.plus500.com/1.0.0.120279/Resources/CSS/home.css)
19:20:33	151766/151766	------	200	untouched ('')	image/png	etag:%22dcf16cd275bada1:0%22	https://cdn-main.plus500.com/1.0.0.120279/Resources/Images/newhome/img/us-hero-bulls-banner-mobile.png	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/Resources/Images/newhome/img/us-hero-bulls-banner-mobile.png	(from https://cdn-main.plus500.com/1.0.0.120279/Resources/CSS/home.css)
19:20:33	249018/249018	------	200	untouched ('')	image/png	etag:%22556195d275bada1:0%22	https://cdn-main.plus500.com/1.0.0.120279/Resources/Images/newhome/img/us-hero-bulls-banner.png	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/Resources/Images/newhome/img/us-hero-bulls-banner.png	(from https://cdn-main.plus500.com/1.0.0.120279/Resources/CSS/home.css)
19:20:33	96351/96351	------	200	untouched ('')	image/png	etag:%22ed7e3d543c16db1:0%22	https://cdn-main.plus500.com/1.0.0.120279/Resources/Images/newhome/img/extended_hours_banner_mobile.png	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/Resources/Images/newhome/img/extended_hours_banner_mobile.png	(from https://cdn-main.plus500.com/1.0.0.120279/Resources/CSS/home.css)
19:20:33	446931/446931	------	200	untouched ('')	image/png	etag:%2269351b98b5adb1:0%22	https://cdn-main.plus500.com/1.0.0.120279/Resources/Images/newhome/img/extended_hours_banner_desktop.png	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/Resources/Images/newhome/img/extended_hours_banner_desktop.png	(from https://cdn-main.plus500.com/1.0.0.120279/Resources/CSS/home.css)
19:20:33	81737/81737	------	200	untouched ('')	image/png	etag:%2296a13b503af4d91:0%22	https://cdn-main.plus500.com/1.0.0.120279/Resources/Images/newhome/img/hero-slider-invest-mobile.png	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/Resources/Images/newhome/img/hero-slider-invest-mobile.png	(from https://cdn-main.plus500.com/1.0.0.120279/Resources/CSS/home.css)
19:20:33	137613/137613	------	200	untouched ('')	image/png	etag:%222013d503af4d91:0%22	https://cdn-main.plus500.com/1.0.0.120279/Resources/Images/newhome/img/hero-slider-invest.png	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/Resources/Images/newhome/img/hero-slider-invest.png	(from https://cdn-main.plus500.com/1.0.0.120279/Resources/CSS/home.css)
19:20:33	49102/49102	------	200	untouched ('')	image/png	etag:%22d5ed7731e0d91:0%22	https://cdn-main.plus500.com/1.0.0.120279/Resources/Images/newhome/img/iPhone-transperent.png	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/Resources/Images/newhome/img/iPhone-transperent.png	(from https://cdn-main.plus500.com/1.0.0.120279/Resources/CSS/home.css)
19:20:33	52588/52588	------	200	untouched ('')	image/png	etag:%225a5d31dd9c7ada1:0%22	https://cdn-main.plus500.com/1.0.0.120279/Resources/images/newhome/img/iPhone-transparent-id.png	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/Resources/images/newhome/img/iPhone-transparent-id.png	(from https://cdn-main.plus500.com/1.0.0.120279/Resources/CSS/home.css)
19:20:33	193050/193050	------	200	untouched ('')	image/png	etag:%22ab8bee7731e0d91:0%22	https://cdn-main.plus500.com/1.0.0.120279/Resources/Images/newhome/img/insights-bg-new.png	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/Resources/Images/newhome/img/insights-bg-new.png	(from https://cdn-main.plus500.com/1.0.0.120279/Resources/CSS/home.css)
19:20:33	156/156	------	301	error ('')	text/html		https://www.plus500.com/en/trading/GET	C:/My%20Web%20Sites/plus500/www.plus500.com/en/trading/GET.41.delayed	(from https://www.plus500.com/en/trading/indices)
19:20:33	385612/385612	------	200	untouched ('OK')	text/css	etag:%22d74bbe543c16db1:0%22	https://cdn-main.plus500.com/1.0.0.120279/Resources/CSS/product.css	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/Resources/CSS/product.css	(from https://www.plus500.com/en/trading/indices)
19:20:33	156/156	------	302	error ('')	text/html		https://www.plus500.com/en/trading/get	C:/My%20Web%20Sites/plus500/www.plus500.com/en/trading/get.42.delayed	(from https://www.plus500.com/en/trading/indices)
19:20:33	95331/95331	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:15:13%20GMT	https://www.plus500.com/en/trading/indices/what-are-indices~1	C:/My%20Web%20Sites/plus500/www.plus500.com/en/trading/indices/what-are-indices_1.html	(from https://www.plus500.com/en/trading/indices)
19:20:33	101729/101729	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:15:16%20GMT	https://www.plus500.com/en/trading/indices/what-are-the-most-traded-indices~2	C:/My%20Web%20Sites/plus500/www.plus500.com/en/trading/indices/what-are-the-most-traded-indices_2.html	(from https://www.plus500.com/en/trading/indices)
19:20:33	102100/102100	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:15:18%20GMT	https://www.plus500.com/en/trading/indices/what-moves-an-index-price~3	C:/My%20Web%20Sites/plus500/www.plus500.com/en/trading/indices/what-moves-an-index-price_3.html	(from https://www.plus500.com/en/trading/indices)
19:20:33	96801/96801	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:15:19%20GMT	https://www.plus500.com/en/trading/indices/how-to-trade-on-indices~4	C:/My%20Web%20Sites/plus500/www.plus500.com/en/trading/indices/how-to-trade-on-indices_4.html	(from https://www.plus500.com/en/trading/indices)
19:20:33	97231/97231	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:15:20%20GMT	https://www.plus500.com/en/trading/indices/how-does-an-index-cfd-trade-work~5	C:/My%20Web%20Sites/plus500/www.plus500.com/en/trading/indices/how-does-an-index-cfd-trade-work_5.html	(from https://www.plus500.com/en/trading/indices)
19:20:33	148115/148115	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:15:21%20GMT	https://www.plus500.com/en/newsandmarketinsights/china-s-stimulus-plan-boosts-asian-markets	C:/My%20Web%20Sites/plus500/www.plus500.com/en/newsandmarketinsights/china-s-stimulus-plan-boosts-asian-markets.html	(from https://www.plus500.com/en/trading/indices)
19:20:33	815317/815317	------	200	untouched ('')	image/png	etag:%228d122b62c52006f6631b9308f5adf007%22	http://images.ctfassets.net/rbl6nw8n2c6i/6osROOIrQANkfsvtYMt55O/41e5f5652f2cb3e6cc8cee0967dc5953/image__1_.png	C:/My%20Web%20Sites/plus500/images.ctfassets.net/rbl6nw8n2c6i/6osROOIrQANkfsvtYMt55O/41e5f5652f2cb3e6cc8cee0967dc5953/image__1_.png	(from https://www.plus500.com/en/trading/indices)
19:20:33	149072/149072	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:15:23%20GMT	https://www.plus500.com/en/newsandmarketinsights/wall-street-rebounds-amid-fed-speculation-and-tech-surge	C:/My%20Web%20Sites/plus500/www.plus500.com/en/newsandmarketinsights/wall-street-rebounds-amid-fed-speculation-and-tech-surge.html	(from https://www.plus500.com/en/trading/indices)
19:20:34	92547/92547	------	200	untouched ('')	image/jpeg	etag:%2261b21fe0b474cc279bd1fae4f46703e8%22	http://images.ctfassets.net/rbl6nw8n2c6i/2oV9sLdUFMSyKAElLVHyw8/c9a24a10fb962dfc7ed00c4d445bb090/Wallstreet_article.png	C:/My%20Web%20Sites/plus500/images.ctfassets.net/rbl6nw8n2c6i/2oV9sLdUFMSyKAElLVHyw8/c9a24a10fb962dfc7ed00c4d445bb090/Wallstreet_article.jpg	(from https://www.plus500.com/en/trading/indices)
19:20:34	149350/149350	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:15:28%20GMT	https://www.plus500.com/en/newsandmarketinsights/nasdaq-punges-amid-ism-jitters	C:/My%20Web%20Sites/plus500/www.plus500.com/en/newsandmarketinsights/nasdaq-punges-amid-ism-jitters.html	(from https://www.plus500.com/en/trading/indices)
19:20:34	551704/551704	------	200	untouched ('')	image/png	etag:%22e52f6592de44641355f9916f65951e61%22	http://images.ctfassets.net/rbl6nw8n2c6i/1s3TrthfazdGsJvIa3hJL4/bf718a57640a5044bf4047d1f3583f62/--04-09.png	C:/My%20Web%20Sites/plus500/images.ctfassets.net/rbl6nw8n2c6i/1s3TrthfazdGsJvIa3hJL4/bf718a57640a5044bf4047d1f3583f62/--04-09.png	(from https://www.plus500.com/en/trading/indices)
19:20:34	152599/152599	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:15:36%20GMT	https://www.plus500.com/en/instruments/nq	C:/My%20Web%20Sites/plus500/www.plus500.com/en/instruments/nq.html	(from https://www.plus500.com/en/trading/indices)
19:20:34	141601/141601	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:15:41%20GMT	https://www.plus500.com/en/instruments/es	C:/My%20Web%20Sites/plus500/www.plus500.com/en/instruments/es.html	(from https://www.plus500.com/en/trading/indices)
19:20:34	141233/141233	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:15:43%20GMT	https://www.plus500.com/en/instruments/ym	C:/My%20Web%20Sites/plus500/www.plus500.com/en/instruments/ym.html	(from https://www.plus500.com/en/trading/indices)
19:20:34	100455/100455	------	200	untouched ('')	application/javascript	etag:%22fbf3f37831e0d91:0%22	https://cdn-main.plus500.com/1.0.0.120279/Resources/Scripts/gsap.bundle.min.js	C:/My%20Web%20Sites/plus500/cdn-main.plus500.com/1.0.0.120279/Resources/Scripts/gsap.bundle.min.js	(from https://www.plus500.com/en/trading/indices)
19:20:34	0/-1	---M--	301	error ('')			https://www.plus500.com/en/trading/GET	C:/My%20Web%20Sites/plus500/www.plus500.com/en/trading/GET.4f.delayed	(from https://www.plus500.com/en/trading/forex)
19:20:34	0/-1	---M--	302	error ('')			https://www.plus500.com/en/trading/get	C:/My%20Web%20Sites/plus500/www.plus500.com/en/trading/get.50.delayed	(from https://www.plus500.com/en/trading/forex)
19:20:34	109736/109736	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:15:50%20GMT	https://www.plus500.com/en/trading/forex/what-is-forex~1	C:/My%20Web%20Sites/plus500/www.plus500.com/en/trading/forex/what-is-forex_1.html	(from https://www.plus500.com/en/trading/forex)
19:20:34	104261/104261	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:15:57%20GMT	https://www.plus500.com/en/trading/forex/popular-forex-terms-you-should-know~2	C:/My%20Web%20Sites/plus500/www.plus500.com/en/trading/forex/popular-forex-terms-you-should-know_2.html	(from https://www.plus500.com/en/trading/forex)
19:20:34	100172/100172	------	200	untouched ('OK')	text/html	date:Tue,%2015%20Oct%202024%2022:16:00%20GMT	https://www.plus500.com/en/trading/forex/forex-cfds-explained~3	C:/My%20Web%20Sites/plus500/www.plus500.com/en/trading/forex/forex-cfds-explained_3.html	(from https://www.plus500.com/en/trading/forex)
